order_item_id,order_id,product_id,quantity,selling_price,unit_cost,discount_pct
239,92,28,3,2485.06,1570.6,0
240,93,7,1,2841.13,2318.63,0.05
241,93,8,3,10306.03,7508.58,0
242,93,8,1,9790.73,7508.58,0.05
243,93,5,3,18681.45,13430.02,0.05
244,94,28,1,2360.81,1570.6,0.05
245,94,4,1,5453.51,3360.05,0.1
246,95,26,2,4822.71,3619.9,0
247,95,9,3,697.98,447.76,0.1
248,96,23,3,1335.53,811.63,0
249,96,10,2,7208.28,5504.87,0.15
250,96,16,1,3900.55,2488.44,0.1
251,96,11,3,8740.22,6707.36,0.15
252,97,16,2,4333.94,2488.44,0
253,97,5,2,18681.45,13430.02,0.05
254,97,19,3,6849.57,4743.87,0
255,97,22,1,1444.35,1067.3,0.1
256,98,19,1,6507.09,4743.87,0.05
257,99,14,2,1240.18,947.5,0.05
258,100,15,3,857.81,653.32,0
259,101,15,2,857.81,653.32,0
260,102,23,3,1335.53,811.63,0
261,102,11,2,8740.22,6707.36,0.15
262,102,14,1,1305.45,947.5,0
263,102,15,2,729.14,653.32,0.15
264,103,23,3,1335.53,811.63,0
265,103,4,1,6059.45,3360.05,0
266,103,8,3,8760.13,7508.58,0.15
267,104,19,3,6849.57,4743.87,0
268,104,7,1,2691.59,2318.63,0.1
269,104,8,3,10306.03,7508.58,0
270,104,11,3,9254.35,6707.36,0.1
271,105,22,2,1364.11,1067.3,0.15
272,106,12,2,7376.83,4295.88,0
273,106,25,1,2564.9,2058.16,0.15
274,107,5,2,19664.68,13430.02,0
275,107,12,3,7007.99,4295.88,0.05
276,107,15,2,857.81,653.32,0
277,107,20,2,4551.29,2691.55,0.05
278,108,5,2,19664.68,13430.02,0
279,108,28,3,2485.06,1570.6,0
280,108,15,1,814.92,653.32,0.05
281,108,26,2,4340.44,3619.9,0.1
282,109,29,3,3145.44,1988.04,0
283,109,10,3,7208.28,5504.87,0.15
284,109,3,2,21347.64,16855.87,0.05
285,110,15,3,814.92,653.32,0.05
286,110,23,3,1335.53,811.63,0
287,110,3,1,22471.2,16855.87,0
288,111,22,2,1364.11,1067.3,0.15
289,111,13,3,558.31,456.02,0.15
290,111,29,2,2988.17,1988.04,0.05
291,111,19,1,6507.09,4743.87,0.05
292,112,25,2,2564.9,2058.16,0.15
293,112,12,2,7376.83,4295.88,0
294,112,7,1,2990.66,2318.63,0
295,113,1,2,14343.89,9720.81,0.15
296,114,8,1,9790.73,7508.58,0.05
297,114,12,3,6639.15,4295.88,0.1
298,115,9,1,697.98,447.76,0.1
299,115,5,1,18681.45,13430.02,0.05
300,115,27,1,730.29,621.93,0.15
301,116,26,1,4822.71,3619.9,0
302,116,3,1,22471.2,16855.87,0
303,116,2,3,4164.9,3285.39,0.05
304,116,29,3,3145.44,1988.04,0
305,117,9,3,775.53,447.76,0
306,117,21,1,3273.46,2679.2,0.15
307,117,3,1,19100.52,16855.87,0.15
308,118,23,3,1135.2,811.63,0.15
309,119,11,1,8740.22,6707.36,0.15
310,119,8,1,9275.43,7508.58,0.1
311,119,10,2,8056.31,5504.87,0.05
312,119,21,3,3273.46,2679.2,0.15
313,120,2,3,4164.9,3285.39,0.05
314,120,19,1,6849.57,4743.87,0
315,120,23,3,1201.98,811.63,0.1
316,121,7,2,2990.66,2318.63,0
317,121,20,1,4790.83,2691.55,0
318,121,20,1,4790.83,2691.55,0
319,121,26,1,4340.44,3619.9,0.1
320,122,14,3,1174.9,947.5,0.1
321,122,2,1,3945.7,3285.39,0.1
322,123,23,2,1201.98,811.63,0.1
323,123,16,1,4333.94,2488.44,0
324,124,27,1,859.17,621.93,0
325,124,8,2,10306.03,7508.58,0
326,124,21,3,3851.13,2679.2,0
327,124,24,1,798.77,559.48,0.15
328,125,26,1,4099.3,3619.9,0.15
329,126,25,2,2715.78,2058.16,0.1
330,127,8,1,8760.13,7508.58,0.15
331,127,28,1,2236.55,1570.6,0.1
332,127,6,3,8693.21,6696.16,0
333,127,23,1,1268.75,811.63,0.05
334,128,30,3,3184.92,2114.6,0.15
335,129,5,2,17698.21,13430.02,0.1
336,129,19,2,6849.57,4743.87,0
337,129,12,3,6639.15,4295.88,0.1
338,129,8,1,9275.43,7508.58,0.1
339,130,29,2,3145.44,1988.04,0
340,130,9,3,775.53,447.76,0
341,131,25,1,2564.9,2058.16,0.15
342,131,9,1,775.53,447.76,0
343,131,24,2,892.74,559.48,0.05
344,131,1,1,16031.4,9720.81,0.05
345,132,8,3,9275.43,7508.58,0.1
346,132,17,2,4554.73,2655.66,0
347,132,2,2,4384.11,3285.39,0
348,133,25,1,2564.9,2058.16,0.15
349,133,25,2,2866.65,2058.16,0.05
350,134,19,2,5822.13,4743.87,0.15
351,134,13,2,656.83,456.02,0
352,135,1,1,14343.89,9720.81,0.15
353,136,28,1,2485.06,1570.6,0
354,136,20,2,4551.29,2691.55,0.05
355,137,7,2,2990.66,2318.63,0
356,137,19,1,6164.61,4743.87,0.1
357,137,2,1,4384.11,3285.39,0
358,138,25,1,3017.53,2058.16,0
359,139,3,1,22471.2,16855.87,0
360,139,4,1,6059.45,3360.05,0
361,139,7,3,2990.66,2318.63,0
362,140,8,3,10306.03,7508.58,0
363,141,15,1,729.14,653.32,0.15
364,142,4,3,5453.51,3360.05,0.1
365,142,8,3,10306.03,7508.58,0
366,143,23,2,1335.53,811.63,0
367,144,9,2,736.75,447.76,0.05
368,144,30,1,3559.62,2114.6,0.05
369,144,11,1,9254.35,6707.36,0.1
370,144,13,2,656.83,456.02,0
371,145,13,3,591.15,456.02,0.1
372,145,24,3,845.76,559.48,0.1
373,145,9,2,659.2,447.76,0.15
374,145,28,3,2360.81,1570.6,0.05
375,146,28,1,2485.06,1570.6,0
376,146,25,3,2564.9,2058.16,0.15
377,146,7,2,2990.66,2318.63,0
378,147,17,2,4326.99,2655.66,0.05
379,147,17,1,4099.26,2655.66,0.1
380,147,14,1,1174.9,947.5,0.1
381,148,27,1,859.17,621.93,0
382,148,17,1,4326.99,2655.66,0.05
383,148,17,1,3871.52,2655.66,0.15
384,148,20,3,4790.83,2691.55,0
385,149,6,3,8693.21,6696.16,0
386,149,16,1,4333.94,2488.44,0
387,149,3,1,21347.64,16855.87,0.05
388,149,4,3,5756.48,3360.05,0.05
389,150,26,1,4822.71,3619.9,0
390,150,13,3,656.83,456.02,0
391,150,14,1,1109.63,947.5,0.15
392,150,26,1,4822.71,3619.9,0
393,151,22,3,1524.59,1067.3,0.05
394,151,16,3,4333.94,2488.44,0
395,151,23,3,1335.53,811.63,0
396,151,11,1,9768.48,6707.36,0.05
397,152,6,1,8258.55,6696.16,0.05
398,152,13,1,623.99,456.02,0.05
399,152,23,2,1335.53,811.63,0
400,153,26,2,4340.44,3619.9,0.1
401,154,17,1,4554.73,2655.66,0
402,154,17,3,3871.52,2655.66,0.15
403,155,28,1,2112.3,1570.6,0.15
404,156,6,3,8258.55,6696.16,0.05
405,156,16,2,3683.85,2488.44,0.15
406,156,18,1,2583.63,1911.48,0.15
407,156,5,1,16714.98,13430.02,0.15
408,157,6,3,8693.21,6696.16,0
409,157,9,3,736.75,447.76,0.05
410,158,15,1,814.92,653.32,0.05
411,158,26,1,4340.44,3619.9,0.1
412,159,22,1,1444.35,1067.3,0.1
413,159,11,2,8740.22,6707.36,0.15
414,160,2,1,3945.7,3285.39,0.1
415,160,8,2,10306.03,7508.58,0
416,160,25,1,2866.65,2058.16,0.05
417,161,28,1,2485.06,1570.6,0
418,161,3,3,20224.08,16855.87,0.1
419,161,27,1,730.29,621.93,0.15
420,161,4,1,5453.51,3360.05,0.1
421,162,3,2,20224.08,16855.87,0.1
422,162,4,2,6059.45,3360.05,0
423,162,20,2,4790.83,2691.55,0
424,163,29,2,2673.62,1988.04,0.15
425,164,1,1,14343.89,9720.81,0.15
426,164,30,3,3746.97,2114.6,0
427,164,16,2,4117.24,2488.44,0.05
428,164,8,2,9275.43,7508.58,0.1
429,165,11,1,9254.35,6707.36,0.1
430,165,15,1,729.14,653.32,0.15
431,166,17,2,4326.99,2655.66,0.05
432,166,14,3,1305.45,947.5,0
433,167,14,2,1174.9,947.5,0.1
434,167,9,2,775.53,447.76,0
435,168,24,2,939.73,559.48,0
436,168,29,2,3145.44,1988.04,0
437,168,28,3,2360.81,1570.6,0.05
438,169,18,2,3039.57,1911.48,0
439,169,15,1,814.92,653.32,0.05
440,169,3,2,20224.08,16855.87,0.1
441,170,9,3,775.53,447.76,0
442,171,19,2,6507.09,4743.87,0.05
443,172,22,2,1524.59,1067.3,0.05
444,172,6,1,8693.21,6696.16,0
445,172,28,2,2236.55,1570.6,0.1
446,173,17,1,4099.26,2655.66,0.1
447,173,29,1,3145.44,1988.04,0
448,174,12,1,7007.99,4295.88,0.05
449,174,15,1,857.81,653.32,0
450,174,20,1,4790.83,2691.55,0
451,175,18,2,2583.63,1911.48,0.15
452,175,26,3,4822.71,3619.9,0
453,176,18,2,3039.57,1911.48,0
454,176,5,2,19664.68,13430.02,0
455,176,23,2,1335.53,811.63,0
456,177,8,1,8760.13,7508.58,0.15
457,178,28,3,2485.06,1570.6,0
458,179,3,1,19100.52,16855.87,0.15
459,179,23,3,1335.53,811.63,0
460,179,17,2,4554.73,2655.66,0
461,179,12,3,7007.99,4295.88,0.05
462,180,23,1,1335.53,811.63,0
463,180,19,1,6507.09,4743.87,0.05
464,180,6,1,8258.55,6696.16,0.05
465,180,4,3,5756.48,3360.05,0.05
466,181,14,3,1109.63,947.5,0.15
467,181,5,2,17698.21,13430.02,0.1
468,181,29,2,2988.17,1988.04,0.05
469,182,3,1,19100.52,16855.87,0.15
470,182,3,1,21347.64,16855.87,0.05
471,182,4,2,5453.51,3360.05,0.1
472,183,11,2,10282.61,6707.36,0
473,183,1,2,16031.4,9720.81,0.05
474,183,19,1,6507.09,4743.87,0.05
475,184,1,2,14343.89,9720.81,0.15
476,184,26,3,4581.57,3619.9,0.05
477,184,27,3,730.29,621.93,0.15
478,185,16,3,3900.55,2488.44,0.1
479,185,10,2,8480.33,5504.87,0
480,186,8,3,9790.73,7508.58,0.05
481,187,14,3,1240.18,947.5,0.05
482,188,13,3,591.15,456.02,0.1
483,188,16,2,4333.94,2488.44,0
484,188,24,2,892.74,559.48,0.05
485,189,11,2,9254.35,6707.36,0.1
486,190,17,2,4099.26,2655.66,0.1
487,190,1,3,16875.16,9720.81,0
488,191,30,1,3746.97,2114.6,0
489,191,17,2,4554.73,2655.66,0
490,191,14,3,1305.45,947.5,0
491,192,24,2,845.76,559.48,0.1
492,192,30,2,3746.97,2114.6,0
493,193,18,3,3039.57,1911.48,0
494,193,17,3,3871.52,2655.66,0.15
495,193,11,1,10282.61,6707.36,0
496,194,9,2,659.2,447.76,0.15
497,194,4,3,5756.48,3360.05,0.05
498,194,7,1,2990.66,2318.63,0
499,194,6,3,8693.21,6696.16,0
500,195,9,3,736.75,447.76,0.05
501,195,12,1,6639.15,4295.88,0.1
502,195,21,2,3658.57,2679.2,0.05
503,196,2,2,3945.7,3285.39,0.1
504,196,3,2,19100.52,16855.87,0.15
505,196,30,3,3184.92,2114.6,0.15
506,196,2,2,4164.9,3285.39,0.05
507,197,13,2,591.15,456.02,0.1
508,197,4,3,6059.45,3360.05,0
509,198,18,3,3039.57,1911.48,0
510,198,26,1,4822.71,3619.9,0
511,199,16,3,3683.85,2488.44,0.15
512,199,15,1,857.81,653.32,0
513,200,24,2,798.77,559.48,0.15
514,201,17,2,4326.99,2655.66,0.05
515,201,16,3,4333.94,2488.44,0
516,201,6,1,8258.55,6696.16,0.05
517,202,5,2,19664.68,13430.02,0
518,202,13,2,656.83,456.02,0
519,202,17,1,4554.73,2655.66,0
520,203,2,1,3726.49,3285.39,0.15
521,203,17,1,4554.73,2655.66,0
522,204,27,1,859.17,621.93,0
523,204,7,1,2990.66,2318.63,0
524,205,21,2,3851.13,2679.2,0
525,206,19,1,6849.57,4743.87,0
526,206,6,2,8258.55,6696.16,0.05
527,207,4,3,6059.45,3360.05,0
528,208,5,1,17698.21,13430.02,0.1
529,208,3,1,20224.08,16855.87,0.1
530,208,13,3,656.83,456.02,0
531,208,5,2,16714.98,13430.02,0.15
532,209,1,3,16875.16,9720.81,0
533,209,18,2,2583.63,1911.48,0.15
534,210,27,2,773.25,621.93,0.1
535,210,9,1,659.2,447.76,0.15
536,211,29,2,3145.44,1988.04,0
537,211,24,2,939.73,559.48,0
538,211,25,3,2866.65,2058.16,0.05
539,212,24,2,939.73,559.48,0
540,212,14,1,1305.45,947.5,0
541,212,25,1,2866.65,2058.16,0.05
542,213,12,3,7007.99,4295.88,0.05
543,213,21,3,3851.13,2679.2,0
544,214,17,2,4326.99,2655.66,0.05
545,214,11,2,10282.61,6707.36,0
546,214,21,1,3658.57,2679.2,0.05
547,214,20,1,4790.83,2691.55,0
548,215,6,2,8258.55,6696.16,0.05
549,215,14,2,1240.18,947.5,0.05
550,215,22,1,1524.59,1067.3,0.05
551,215,21,3,3851.13,2679.2,0
552,216,17,2,4554.73,2655.66,0
553,217,29,2,2673.62,1988.04,0.15
554,217,21,1,3851.13,2679.2,0
555,218,23,3,1268.75,811.63,0.05
556,218,15,1,729.14,653.32,0.15
557,218,11,2,10282.61,6707.36,0
558,218,4,1,5756.48,3360.05,0.05
559,219,6,1,7823.89,6696.16,0.1
560,220,23,2,1201.98,811.63,0.1
561,220,2,2,4384.11,3285.39,0
562,221,4,3,6059.45,3360.05,0
563,221,26,1,4340.44,3619.9,0.1
564,221,20,3,4790.83,2691.55,0
565,221,11,2,9768.48,6707.36,0.05
566,222,24,2,939.73,559.48,0
567,222,9,2,775.53,447.76,0
568,222,27,1,859.17,621.93,0
569,223,24,1,798.77,559.48,0.15
570,223,1,2,15187.64,9720.81,0.1
571,224,7,3,2990.66,2318.63,0
572,225,27,2,859.17,621.93,0
573,225,29,1,2673.62,1988.04,0.15
574,226,3,3,21347.64,16855.87,0.05
575,226,19,3,5822.13,4743.87,0.15
576,226,6,3,7389.23,6696.16,0.15
577,226,10,1,8480.33,5504.87,0
578,227,19,1,6849.57,4743.87,0
579,227,8,1,9790.73,7508.58,0.05
580,227,29,1,2988.17,1988.04,0.05
581,228,5,2,19664.68,13430.02,0
582,229,22,1,1604.83,1067.3,0
583,229,1,2,16031.4,9720.81,0.05
584,230,21,3,3851.13,2679.2,0
585,230,13,1,656.83,456.02,0
586,230,10,3,7632.3,5504.87,0.1
587,231,19,3,5822.13,4743.87,0.15
588,231,12,1,7376.83,4295.88,0
589,231,21,1,3273.46,2679.2,0.15
590,232,11,2,9768.48,6707.36,0.05
591,233,2,1,4164.9,3285.39,0.05
592,233,12,1,7007.99,4295.88,0.05
593,233,13,1,623.99,456.02,0.05
594,233,2,1,3726.49,3285.39,0.15
595,234,24,3,892.74,559.48,0.05
596,234,19,3,6164.61,4743.87,0.1
597,234,26,1,4822.71,3619.9,0
598,234,1,1,15187.64,9720.81,0.1
599,235,26,1,4822.71,3619.9,0
600,236,24,1,939.73,559.48,0
601,236,2,2,4164.9,3285.39,0.05
602,237,1,1,16875.16,9720.81,0
603,237,22,3,1364.11,1067.3,0.15
604,237,1,2,16875.16,9720.81,0
605,238,13,2,656.83,456.02,0
606,238,19,2,6849.57,4743.87,0
607,239,2,3,4384.11,3285.39,0
608,239,25,1,2866.65,2058.16,0.05
609,240,16,1,3900.55,2488.44,0.1
610,241,23,3,1201.98,811.63,0.1
611,242,28,1,2236.55,1570.6,0.1
612,242,29,2,3145.44,1988.04,0
613,242,11,2,9768.48,6707.36,0.05
614,242,22,2,1604.83,1067.3,0
615,243,18,3,2887.59,1911.48,0.05
616,243,5,2,16714.98,13430.02,0.15
617,244,3,1,20224.08,16855.87,0.1
618,244,27,2,859.17,621.93,0
619,245,24,3,939.73,559.48,0
620,246,24,3,798.77,559.48,0.15
621,246,24,1,892.74,559.48,0.05
622,247,13,3,591.15,456.02,0.1
623,247,21,3,3466.02,2679.2,0.1
624,247,14,1,1305.45,947.5,0
625,247,10,2,7632.3,5504.87,0.1
626,248,6,1,8693.21,6696.16,0
627,248,12,1,6639.15,4295.88,0.1
628,249,21,3,3851.13,2679.2,0
629,249,3,3,22471.2,16855.87,0
630,249,11,1,10282.61,6707.36,0
631,249,7,1,2542.06,2318.63,0.15
632,250,27,2,816.21,621.93,0.05
633,251,15,3,772.03,653.32,0.1
634,251,25,2,3017.53,2058.16,0
635,252,3,2,21347.64,16855.87,0.05
636,252,30,3,3559.62,2114.6,0.05
637,252,12,2,6270.31,4295.88,0.15
638,252,11,3,9254.35,6707.36,0.1
639,253,9,1,736.75,447.76,0.05
640,253,28,2,2485.06,1570.6,0
641,253,18,1,2735.61,1911.48,0.1
642,254,22,3,1604.83,1067.3,0
643,255,24,2,845.76,559.48,0.1
644,255,17,2,4326.99,2655.66,0.05
645,255,16,3,4117.24,2488.44,0.05
646,256,13,3,656.83,456.02,0
647,257,1,3,15187.64,9720.81,0.1
648,258,30,2,3372.27,2114.6,0.1
649,258,2,1,3945.7,3285.39,0.1
650,258,16,3,3683.85,2488.44,0.15
651,258,8,2,10306.03,7508.58,0
652,259,24,1,939.73,559.48,0
653,259,17,2,3871.52,2655.66,0.15
654,259,4,3,5150.53,3360.05,0.15
655,259,29,1,2988.17,1988.04,0.05
656,260,3,3,21347.64,16855.87,0.05
657,260,28,1,2360.81,1570.6,0.05
658,260,4,1,5453.51,3360.05,0.1
659,260,4,1,5756.48,3360.05,0.05
660,261,10,2,8480.33,5504.87,0
661,262,24,1,845.76,559.48,0.1
662,262,1,3,14343.89,9720.81,0.15
663,262,18,2,3039.57,1911.48,0
664,263,30,2,3746.97,2114.6,0
665,263,23,3,1201.98,811.63,0.1
666,263,4,1,6059.45,3360.05,0
667,264,25,1,2715.78,2058.16,0.1
668,265,9,2,736.75,447.76,0.05
669,265,3,3,22471.2,16855.87,0
